modCodeStr,dbCodeStr,season,exportDate,fips_st,ID,mean,sd,q_025,q_5,q_975,mode,y,y1
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,31,24,2.0383421886090094,0.011069582318514468,2.017286398326776,2.0383421379031073,2.0587403083713256,2.0383209923567494,6.67716880463631,2.038250833963577
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,33,25,3.6052540212514232,0.011167518857603217,3.5828528840541822,3.6055733605108706,3.6247554705766003,3.605711102786531,35.8119794851227,3.6058233216886877
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,35,26,0.7130529673053265,0.011082060555367541,0.6927202065668082,0.7128684983855258,0.7340886578912559,0.7127537082273228,1.03925462690236,0.7125843621195339
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,32,27,0.9124405806511955,0.011069628327992543,0.8914057389095014,0.912436217751747,0.9328571708235043,0.9124129591854623,1.4901457173575,0.9123412297914361
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,36,28,1.0670305451236328,0.011069689908107985,1.0463941873442442,1.0669285900784762,1.0877692939774115,1.066854826987026,1.90585807474004,1.0667287252562139
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,39,29,2.2259034204560573,0.01109820683340979,2.2042246117388724,2.226057532025386,2.245849370245928,2.2261098831097534,8.26388621874745,2.226123638668367
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,40,30,3.01940556461377,0.011090899847337375,2.9978253870716887,3.019536042680728,3.0394167077535323,3.0195787816769415,19.4827219663676,3.019581699853796
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,41,31,2.129066237166542,0.011095131115296942,2.107432396920992,2.1292089881905554,2.1490437504199718,2.129255463728702,7.40865877658304,2.1292619816688974
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,42,32,1.9618049550034433,0.01111973480993743,1.939872492337279,1.9620216951058804,1.9815791664739053,1.9621054668779252,6.11465475702846,1.9621567071078077
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,46,33,3.2402852856126487,0.011137233286286161,3.218172983710241,3.2405435601615156,3.2599468682110375,3.240647909765205,24.5521581306503,3.2407217800356265
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,47,34,3.0652281221233553,0.011126104360528903,3.0432298240348112,3.065460288064049,3.0849602898930444,3.0655510222936324,20.4475323000706,3.0656095944701716
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,48,35,3.0798934932888637,0.011110550465141996,3.0580646749210256,3.0800857246093223,3.0997346103039587,3.0801591401060273,20.7627387556731,3.0801992760013
10a_iliSum_v1-3,_ilinDt_Octfit_span0.4_degree2,3,2017-09-16,49,36,1.1490723146503319,0.011071264259554285,1.1284438171667794,1.1489680032001224,1.169819057359006,1.1488928298765422,2.15429517631365,1.1487650720861995
